,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
393,Crawl,"Roguelike, brawler",Powerhoof,Powerhoof,2017-04-11,2017-04-11,2017-04-11,crawl,https://psprices.com/region-us/search/?q=crawl&platform=PS4&dlc=hide,True,79.0,-0.0007205789522291416,0.11319833823991268,11.99,Action,LowPublishers,LowDevelopers,2017-04-11,2017.0,4.0,11.0,0
394,Crazy Strike Bowling EX,Sports,Corecell Technology,Corecell Technology,,2016-06-14,2016-05-25,crazy+strike+bowling+ex,https://psprices.com/region-us/search/?q=crazy+strike+bowling+ex&platform=PS4&dlc=hide,True,,,,,Sports,LowPublishers,MedDevelopers,2016-05-25,2016.0,5.0,25.0,1
395,The Crew,Racing,Ivory Tower,Ubisoft,2014-12-04,2014-12-02,2014-12-02,the+crew,https://psprices.com/region-us/search/?q=the+crew&platform=PS4&dlc=hide,True,61.0,-0.0023517424018660808,0.13800449297817388,59.99,Sports,HighPublishers,MedDevelopers,2014-12-02,2014.0,12.0,2.0,1
396,The Crew 2,Racing,Ivory Tower,Ubisoft,2018-06-29,2018-06-29,2018-06-29,the+crew+2,https://psprices.com/region-us/search/?q=the+crew+2&platform=PS4&dlc=hide,True,60.0,-0.0014956531795324985,0.2515132742914748,59.99,Sports,HighPublishers,MedDevelopers,2018-06-29,2018.0,6.0,29.0,1
397,Cricket 19,Sports,Big Ant Studios,Big Ant Studios,2019-05-28,2019-05-28,2019-05-28,cricket+19,https://psprices.com/region-us/search/?q=cricket+19&platform=PS4&dlc=hide,True,,,,,Sports,MedPublishers,HighDevelopers,2019-05-28,2019.0,5.0,28.0,1
398,CrossCode,Action role-playing,Radical Fish Games,Deck13,2020-01-01,,,crosscode,https://psprices.com/region-us/search/?q=crosscode&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
399,Crossing Souls,Action-adventure,Fourattic,Devolver Digital,2018-02-13,2018-02-13,2018-02-13,crossing+souls,https://psprices.com/region-us/search/?q=crossing+souls&platform=PS4&dlc=hide,True,74.0,-0.0003420266111083572,0.11354271544706235,11.99,Adventure,HighPublishers,LowDevelopers,2018-02-13,2018.0,2.0,13.0,0
400,Crown Trick,Action role-playing,Next Studios,Next Studios,,,,crown+trick,https://psprices.com/region-us/search/?q=crown+trick&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,MedDevelopers,,,,,1
401,Crows: Burning Edge,Action-adventure,Bandai Namco Entertainment,Bandai Namco Entertainment,2016-10-27,,,crows+burning+edge,https://psprices.com/region-us/search/?q=crows+burning+edge&platform=PS4&dlc=hide,False,,,,,Adventure,HighPublishers,HighDevelopers,2016-10-27,2016.0,10.0,27.0,1
402,Crypt of the NecroDancer,"Roguelike, rhythm",Brace Yourself Games,Brace Yourself Games,2016-01-18,2016-02-02,2016-02-02,crypt+of+the+necrodancer,https://psprices.com/region-us/search/?q=crypt+of+the+necrodancer&platform=PS4&dlc=hide,True,87.0,-0.0011343193757433873,-0.032348917310699284,14.99,Puzzle,LowPublishers,LowDevelopers,2016-02-02,2016.0,2.0,2.0,1
403,Cryptark,Shoot 'em up,Alientrap,Alientrap,,2017-06-20,2017-06-20,cryptark,https://psprices.com/region-us/search/?q=cryptark&platform=PS4&dlc=hide,True,71.0,-0.0004623179801782954,0.003928644298066206,13.49,Shooter,LowPublishers,MedDevelopers,2017-06-20,2017.0,6.0,20.0,0
404,Crystal Crisis,Puzzle,Nicalis,WW: NicalisJP: Pikii,2019-08-01,2019-06-19,2019-06-18,crystal+crisis,https://psprices.com/region-us/search/?q=crystal+crisis&platform=PS4&dlc=hide,True,74.0,-0.0019802055059325342,-0.44713844756192184,39.99,Puzzle,LowPublishers,MedDevelopers,2019-06-18,2019.0,6.0,18.0,1
405,Crystar,Action role-playing,Gemdrops,JP: FuRyuWW: Spike Chunsoft,2018-10-18,2019-08-30,2019-08-27,crystar,https://psprices.com/region-us/search/?q=crystar&platform=PS4&dlc=hide,True,71.0,-1.8425113973818936e-05,0.01477066879188348,53.99,Action,LowPublishers,LowDevelopers,2019-08-27,2019.0,8.0,27.0,0
406,Cube Life: Island Survival HD,Sandbox,Cypronia,Cypronia,,,,cube+life+island+survival+hd,https://psprices.com/region-us/search/?q=cube+life+island+survival+hd&platform=PS4&dlc=hide,False,,,,,Simulation,LowPublishers,LowDevelopers,,,,,1
407,Cubers,Brawler,Teyon,Teyon,,,,cubers,https://psprices.com/region-us/search/?q=cubers&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,,,,,1
408,Curses 'N Chaos,Action,Tribute Games,Tribute Games,2015-08-18,2015-08-18,2015-08-18,curses+n+chaos,https://psprices.com/region-us/search/?q=curses+n+chaos&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,MedDevelopers,2015-08-18,2015.0,8.0,18.0,1
409,Cyberdimension Neptunia: 4 Goddesses Online,Action role-playing,Compile HeartTamsoft,Idea Factory,2017-02-09,2017-10-10,2017-10-13,cyberdimension+neptunia+4+goddesses+online,https://psprices.com/region-us/search/?q=cyberdimension+neptunia+4+goddesses+online&platform=PS4&dlc=hide,True,71.0,-0.0009980351557750148,-0.14685943705301693,49.99,Action,MedPublishers,LowDevelopers,2017-10-13,2017.0,10.0,13.0,0
410,Cyberpunk 2077,Action role-playing,CD Projekt Red,CD Projekt Red,2020-09-17,2020-09-17,2020-09-17,cyberpunk+2077,https://psprices.com/region-us/search/?q=cyberpunk+2077&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,MedDevelopers,2020-09-17,2020.0,9.0,17.0,1
411,Cybertake,Unknown,Unknown,Unknown,,,,cybertake,https://psprices.com/region-us/search/?q=cybertake&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,MedDevelopers,,,,,1
412,Cyber Troopers Virtual-On Masterpiece 1995-2001,Action,Sega,Sega,2019-11-27,,,cyber+troopers+virtual-on+masterpiece+1995-2001,https://psprices.com/region-us/search/?q=cyber+troopers+virtual-on+masterpiece+1995-2001&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,HighDevelopers,2019-11-27,2019.0,11.0,27.0,1
413,Daisenryaku: Dai Toua Kouboushi 3,War simulation,SystemSoft Alpha,SystemSoft Alpha,2015-12-17,,,daisenryaku+dai+toua+kouboushi+3,https://psprices.com/region-us/search/?q=daisenryaku+dai+toua+kouboushi+3&platform=PS4&dlc=hide,False,,,,,Simulation,LowPublishers,LowDevelopers,2015-12-17,2015.0,12.0,17.0,1
414,Dakar 18,Racing,Bigmoon Entertainment,Deep Silver,,2018-09-25,2018-09-28,dakar+18,https://psprices.com/region-us/search/?q=dakar+18&platform=PS4&dlc=hide,True,50.0,-0.0023133736935616513,0.007961132495854215,59.99,Sports,MedPublishers,MedDevelopers,2018-09-28,2018.0,9.0,28.0,1
415,Dandara,Platform,Long Hat House,Raw Fury,2018-02-06,2018-02-06,2018-02-06,dandara,https://psprices.com/region-us/search/?q=dandara&platform=PS4&dlc=hide,True,71.0,-0.0005660560019557236,0.029274850623677955,12.74,Platformer,MedPublishers,LowDevelopers,2018-02-06,2018.0,2.0,6.0,0
416,Danganronpa 1-2 Reload,"Adventure, visual novel",Spike Chunsoft,NIS America,2017-05-18,2017-03-17,2017-03-14,danganronpa+1-2+reload,https://psprices.com/region-us/search/?q=danganronpa+1-2+reload&platform=PS4&dlc=hide,True,83.0,-0.00024859414349443854,-0.11062831580492076,39.99,Adventure,MedPublishers,HighDevelopers,2017-03-14,2017.0,3.0,14.0,0
417,Danganronpa V3: Killing Harmony,"Adventure, visual novel",Spike Chunsoft,NIS America,2017-01-12,2017-09-29,2017-09-26,danganronpa+v3+killing+harmony,https://psprices.com/region-us/search/?q=danganronpa+v3+killing+harmony&platform=PS4&dlc=hide,True,82.0,-0.0003296621204500208,-0.0868552332185355,59.99,Adventure,MedPublishers,HighDevelopers,2017-09-26,2017.0,9.0,26.0,0
418,Danganronpa Another Episode: Ultra Despair Girls,Adventure,Spike Chunsoft,NIS America,2017-06-29,2017-06-23,2017-06-27,danganronpa+another+episode+ultra+despair+girls,https://psprices.com/region-us/search/?q=danganronpa+another+episode+ultra+despair+girls&platform=PS4&dlc=hide,True,73.0,-0.0007196064592394478,-0.1053430517725169,29.99,Adventure,MedPublishers,HighDevelopers,2017-06-27,2017.0,6.0,27.0,0
419,Danganronpa Trilogy,"Adventure, visual novel",Spike Chunsoft,NIS America,2019-03-29,2019-03-29,2019-03-26,danganronpa+trilogy,https://psprices.com/region-us/search/?q=danganronpa+trilogy&platform=PS4&dlc=hide,False,,,,,Adventure,MedPublishers,HighDevelopers,2019-03-26,2019.0,3.0,26.0,1
420,Dangerous Golf,Sports,Three Fields Entertainment,Three Fields Entertainment,2016-06-02,2016-06-02,2016-06-02,dangerous+golf,https://psprices.com/region-us/search/?q=dangerous+golf&platform=PS4&dlc=hide,True,58.0,-0.000512427139891491,-0.17470628100653673,19.99,Sports,LowPublishers,MedDevelopers,2016-06-02,2016.0,6.0,2.0,0
421,Danger Zone,Racing,Three Fields Entertainment,Three Fields Entertainment,2017-05-30,2017-05-30,2017-05-30,danger+zone,https://psprices.com/region-us/search/?q=danger+zone&platform=PS4&dlc=hide,True,63.0,-0.0005243396512802045,0.055307357367659,12.99,Sports,LowPublishers,MedDevelopers,2017-05-30,2017.0,5.0,30.0,0
422,Dangun Feveron,Shoot 'em up,Cave / M2,Cave,2017-04-28,2018-04-04,2018-04-04,dangun+feveron,https://psprices.com/region-us/search/?q=dangun+feveron&platform=PS4&dlc=hide,True,80.0,0.0,0.0,34.99,Shooter,LowPublishers,LowDevelopers,2018-04-04,2018.0,4.0,4.0,0
423,Dariusburst Chronicle Saviours,Shoot 'em up,Pyramid,Degica,2016-01-15,2015-12-08,2015-12-02,dariusburst+chronicle+saviours,https://psprices.com/region-us/search/?q=dariusburst+chronicle+saviours&platform=PS4&dlc=hide,True,78.0,-0.0012416359600570363,-0.009000713816473983,59.99,Shooter,LowPublishers,LowDevelopers,2015-12-02,2015.0,12.0,2.0,1
424,Darius Cozmic Collection,Shoot 'em up,M2,Taito,,,,darius+cozmic+collection,https://psprices.com/region-us/search/?q=darius+cozmic+collection&platform=PS4&dlc=hide,False,,,,,Shooter,LowPublishers,MedDevelopers,,,,,1
425,Dark Arcana: The Carnival,Hidden object,Artifex Mundi,Artifex Mundi,,2017-06-27,2017-06-27,dark+arcana+the+carnival,https://psprices.com/region-us/search/?q=dark+arcana+the+carnival&platform=PS4&dlc=hide,True,60.0,0.0004487454426416661,-0.020054758570652323,9.99,Platformer,HighPublishers,HighDevelopers,2017-06-27,2017.0,6.0,27.0,0
426,Dark Envoy,RPG,Event Horizon,Event Horizon,2020-01-01,,,dark+envoy,https://psprices.com/region-us/search/?q=dark+envoy&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
427,The Dark Pictures Anthology: Man of Medan,Horror,Supermassive Games,Bandai Namco,2019-12-05,2019-08-30,2019-08-30,the+dark+pictures+anthology+man+of+medan,https://psprices.com/region-us/search/?q=the+dark+pictures+anthology+man+of+medan&platform=PS4&dlc=hide,True,72.0,-0.00022427190573621222,-0.12789587207454542,29.99,Horror,HighPublishers,MedDevelopers,2019-08-30,2019.0,8.0,30.0,0
428,Dark Rose Valkyrie,Role-playing,Compile Heart,Idea Factory,2016-07-21,2017-06-09,2017-06-06,dark+rose+valkyrie,https://psprices.com/region-us/search/?q=dark+rose+valkyrie&platform=PS4&dlc=hide,True,59.0,-0.003234971296437114,0.1717476605939523,59.99,RPG,MedPublishers,HighDevelopers,2017-06-06,2017.0,6.0,6.0,1
429,Dark Souls Remastered,Action role-playing,FromSoftware,Bandai Namco Entertainment,2018-05-24,2018-05-25,2018-05-25,dark+souls+remastered,https://psprices.com/region-us/search/?q=dark+souls+remastered&platform=PS4&dlc=hide,True,85.0,-0.0006490981014723603,-0.008291014497474103,39.99,Action,HighPublishers,HighDevelopers,2018-05-25,2018.0,5.0,25.0,0
430,Dark Souls II,Action role-playing,FromSoftware,Bandai Namco Entertainment,2015-04-09,2015-04-09,2015-04-07,dark+souls+ii,https://psprices.com/region-us/search/?q=dark+souls+ii&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,HighDevelopers,2015-04-07,2015.0,4.0,7.0,1
431,Dark Souls III,Action role-playing,FromSoftware,Bandai Namco Entertainment,2016-03-24,2016-04-12,2016-04-12,dark+souls+iii,https://psprices.com/region-us/search/?q=dark+souls+iii&platform=PS4&dlc=hide,True,88.0,-0.000670829841345398,-0.02217969959788524,59.99,Action,HighPublishers,HighDevelopers,2016-04-12,2016.0,4.0,12.0,0
432,Darkest Dungeon,Turn-based strategy,Red Hook Studios,Red Hook Studios,2016-09-27,2016-09-27,2016-09-27,darkest+dungeon,https://psprices.com/region-us/search/?q=darkest+dungeon&platform=PS4&dlc=hide,True,83.0,-0.00034888486948794046,-0.19220151077534786,24.99,Strategy,LowPublishers,LowDevelopers,2016-09-27,2016.0,9.0,27.0,0
433,Darksiders Genesis,"Action role-playing, hack and slash",Airship Syndicate,THQ Nordic,2020-02-14,2020-02-14,2020-02-14,darksiders+genesis,https://psprices.com/region-us/search/?q=darksiders+genesis&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,MedDevelopers,2020-02-14,2020.0,2.0,14.0,1
434,Darksiders: Warmastered Edition,Action role-playing,Nordic Games,Nordic Games,2017-11-24,2016-11-22,2016-11-22,darksiders+warmastered+edition,https://psprices.com/region-us/search/?q=darksiders+warmastered+edition&platform=PS4&dlc=hide,True,78.0,-0.0009836943551995885,0.0794963783824854,19.99,Action,MedPublishers,LowDevelopers,2016-11-22,2016.0,11.0,22.0,0
435,Darksiders II: Deathinitive Edition,"Action role-playing, hack and slash",Gunfire Games,Nordic Games,2017-10-05,2015-10-27,2015-10-30,darksiders+ii+deathinitive+edition,https://psprices.com/region-us/search/?q=darksiders+ii+deathinitive+edition&platform=PS4&dlc=hide,True,71.0,-0.0007648969715686881,0.03424750194397266,26.99,Action,MedPublishers,MedDevelopers,2015-10-30,2015.0,10.0,30.0,0
436,Darksiders III,"Action role-playing, hack and slash",Gunfire Games,Nordic Games,2018-11-27,2018-11-27,2018-11-27,darksiders+iii,https://psprices.com/region-us/search/?q=darksiders+iii&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,MedDevelopers,2018-11-27,2018.0,11.0,27.0,1
437,Darkwood,Survival horror,Acid Wizard Studio,Crunching Koalas,,2019-05-14,2019-05-14,darkwood,https://psprices.com/region-us/search/?q=darkwood&platform=PS4&dlc=hide,True,80.0,-0.001989130630171219,0.10929317087420432,14.24,Horror,LowPublishers,LowDevelopers,2019-05-14,2019.0,5.0,14.0,1
438,Daylight,Survival horror,Zombie Studios,Atlus,2014-08-28,2014-04-30,2014-04-30,daylight,https://psprices.com/region-us/search/?q=daylight&platform=PS4&dlc=hide,True,49.0,-0.0003619038311623782,-0.28414285122770433,14.99,Horror,MedPublishers,LowDevelopers,2014-04-30,2014.0,4.0,30.0,0
439,Daymare: 1998,Survival horror,Invader Studios,Invader Studios,2020-02-20,,,daymare+1998,https://psprices.com/region-us/search/?q=daymare+1998&platform=PS4&dlc=hide,False,,,,,Horror,LowPublishers,LowDevelopers,2020-02-20,2020.0,2.0,20.0,1
440,Day of the Tentacle: Remastered Edition,Graphic adventure,Double Fine Productions,Double Fine Productions,2016-03-22,2016-03-22,2016-03-22,day+of+the+tentacle+remastered+edition,https://psprices.com/region-us/search/?q=day+of+the+tentacle+remastered+edition&platform=PS4&dlc=hide,False,,,,,Adventure,MedPublishers,HighDevelopers,2016-03-22,2016.0,3.0,22.0,1
441,Days Gone,"Open world, survival",SIE Bend Studio,Sony Interactive Entertainment,2019-04-26,2019-04-26,2019-04-26,days+gone,https://psprices.com/region-us/search/?q=days+gone&platform=PS4&dlc=hide,True,71.0,,,0.0,Action,HighPublishers,LowDevelopers,2019-04-26,2019.0,4.0,26.0,1
442,DayZ,Survival,Bohemia Interactive,Bohemia Interactive,2019-05-29,2019-05-29,2019-05-29,dayz,https://psprices.com/region-us/search/?q=dayz&platform=PS4&dlc=hide,True,44.0,-0.00034152886117227966,-0.08951995568261288,49.99,Action,LowPublishers,LowDevelopers,2019-05-29,2019.0,5.0,29.0,0
443,Dead Alliance,First-person shooter,PsyopGames,Maximum Games,,2017-08-29,2017-08-29,dead+alliance,https://psprices.com/region-us/search/?q=dead+alliance&platform=PS4&dlc=hide,True,,,,,Shooter,MedPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,1
444,Dead by Daylight,Survival Horror,Behaviour Interactive,Starbreeze Studios,2017-06-23,2017-06-23,2017-06-23,dead+by+daylight,https://psprices.com/region-us/search/?q=dead+by+daylight&platform=PS4&dlc=hide,True,,,,,Horror,LowPublishers,MedDevelopers,2017-06-23,2017.0,6.0,23.0,1
445,Dead Cells,"Action, roguelike",Motion Twin,Motion Twin,2018-08-07,2018-08-07,2018-08-07,dead+cells,https://psprices.com/region-us/search/?q=dead+cells&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,LowDevelopers,2018-08-07,2018.0,8.0,7.0,1
446,Dead Island Definitive Edition,Survival horror,Techland,Deep Silver,2016-05-31,2016-05-31,2016-05-31,dead+island+definitive+edition,https://psprices.com/region-us/search/?q=dead+island+definitive+edition&platform=PS4&dlc=hide,True,66.0,-0.0010738489758638204,0.010672752268295484,19.99,Horror,MedPublishers,MedDevelopers,2016-05-31,2016.0,5.0,31.0,1
447,Dead Island 2,Survival horror,Yager Development,Deep Silver,,,,dead+island+2,https://psprices.com/region-us/search/?q=dead+island+2&platform=PS4&dlc=hide,False,,,,,Horror,MedPublishers,LowDevelopers,,,,,1
448,Dead Nation: Apocalypse Edition,Shoot 'em up,Housemarque,Sony Computer Entertainment,2014-05-29,2014-03-05,2014-03-04,dead+nation+apocalypse+edition,https://psprices.com/region-us/search/?q=dead+nation+apocalypse+edition&platform=PS4&dlc=hide,True,70.0,-0.000241004679016106,-0.7328662264583183,14.99,Shooter,HighPublishers,HighDevelopers,2014-03-04,2014.0,3.0,4.0,0
449,Dead or Alive 5 Last Round,Fighting,Koei Tecmo,Koei Tecmo,2015-02-19,2015-02-20,2015-02-17,dead+or+alive+5+last+round,https://psprices.com/region-us/search/?q=dead+or+alive+5+last+round&platform=PS4&dlc=hide,True,72.0,-0.0007738717673238634,-0.0008091298750103927,39.99,Action,HighPublishers,HighDevelopers,2015-02-17,2015.0,2.0,17.0,0
450,Dead or Alive 6,Fighting,Koei Tecmo,Koei Tecmo,2019-03-01,2019-03-01,2019-03-01,dead+or+alive+6,https://psprices.com/region-us/search/?q=dead+or+alive+6&platform=PS4&dlc=hide,True,75.0,-0.0004223634008387474,-0.05749236079698214,59.99,Action,HighPublishers,HighDevelopers,2019-03-01,2019.0,3.0,1.0,0
451,Dead or Alive Xtreme 3,Sports,Team Ninja,Koei Tecmo,2016-03-24,,,dead+or+alive+xtreme+3,https://psprices.com/region-us/search/?q=dead+or+alive+xtreme+3&platform=PS4&dlc=hide,False,,,,,Sports,HighPublishers,MedDevelopers,2016-03-24,2016.0,3.0,24.0,1
452,Deadcore,Platformparkour,5 Bits Games,Grip Digital,,2017-07-14,2017-07-14,deadcore,https://psprices.com/region-us/search/?q=deadcore&platform=PS4&dlc=hide,True,63.0,-0.0007786966300014735,-0.015909834347516257,7.99,Platformer,LowPublishers,LowDevelopers,2017-07-14,2017.0,7.0,14.0,0
453,Deadlight: Director's Cut,Survival horror,Tequila Works,Deep Silver,2016-06-21,2016-06-21,2016-06-21,deadlight+directors+cut,https://psprices.com/region-us/search/?q=deadlight+directors+cut&platform=PS4&dlc=hide,True,68.0,-0.001668843198714572,0.008232243543445879,19.99,Horror,MedPublishers,MedDevelopers,2016-06-21,2016.0,6.0,21.0,1
454,The Deadly Tower of Monsters,Action-adventure,ACE Team,Atlus,2016-01-19,2016-01-19,2016-01-19,the+deadly+tower+of+monsters,https://psprices.com/region-us/search/?q=the+deadly+tower+of+monsters&platform=PS4&dlc=hide,True,71.0,-0.0004444842567548979,0.2639662306797165,9.89,Adventure,MedPublishers,LowDevelopers,2016-01-19,2016.0,1.0,19.0,0
455,Deadpool,"Action, beat 'em up",High Moon Studios,Activision,,2015-11-20,2015-11-18,deadpool,https://psprices.com/region-us/search/?q=deadpool&platform=PS4&dlc=hide,True,80.0,-0.0009177267657825439,-0.040801635938169906,9.99,Action,HighPublishers,MedDevelopers,2015-11-18,2015.0,11.0,18.0,0
456,Dead Rising,Survival horror,Capcom,Capcom,2016-08-17,2016-09-13,2016-09-13,dead+rising,https://psprices.com/region-us/search/?q=dead+rising&platform=PS4&dlc=hide,True,71.0,-0.0006999380746644416,-0.10513338575551123,19.99,Horror,HighPublishers,HighDevelopers,2016-09-13,2016.0,9.0,13.0,0
457,Dead Rising 2,Survival horror,Capcom,Capcom,2016-09-13,2016-09-13,2016-09-13,dead+rising+2,https://psprices.com/region-us/search/?q=dead+rising+2&platform=PS4&dlc=hide,True,81.0,-0.0006776452336594875,-0.10597038540086882,19.99,Horror,HighPublishers,HighDevelopers,2016-09-13,2016.0,9.0,13.0,0
458,Dead Rising 2: Off the Record,Survival horror,Capcom,Capcom,2016-09-13,2016-09-13,2016-09-13,dead+rising+2+off+the+record,https://psprices.com/region-us/search/?q=dead+rising+2+off+the+record&platform=PS4&dlc=hide,True,77.0,-0.0006786824952466804,-0.10569327194723294,19.99,Horror,HighPublishers,HighDevelopers,2016-09-13,2016.0,9.0,13.0,0
459,Dead Rising 4,Survival horror,Capcom Vancouver,Capcom,2017-12-07,2017-12-05,2017-12-05,dead+rising+4,https://psprices.com/region-us/search/?q=dead+rising+4&platform=PS4&dlc=hide,False,,,,,Horror,HighPublishers,LowDevelopers,2017-12-05,2017.0,12.0,5.0,1
460,Dead Star,Shoot 'em up,Armature Studio,Armature Studio,2016-08-03,2016-04-05,2016-04-05,dead+star,https://psprices.com/region-us/search/?q=dead+star&platform=PS4&dlc=hide,False,,,,,Shooter,LowPublishers,LowDevelopers,2016-04-05,2016.0,4.0,5.0,1
461,Dead Synchronicity: Tomorrow Comes Today,Point-and-click adventure,Fictiorama Studios,Daedalic Entertainment,,2015-04-10,2015-04-10,dead+synchronicity+tomorrow+comes+today,https://psprices.com/region-us/search/?q=dead+synchronicity+tomorrow+comes+today&platform=PS4&dlc=hide,True,72.0,-0.0010611211227715715,-0.06596773832279756,19.99,Adventure,MedPublishers,LowDevelopers,2015-04-10,2015.0,4.0,10.0,1
462,Dear Esther,Exploration,The Chinese Room,Curve Digital,,2016-09-20,2016-09-20,dear+esther,https://psprices.com/region-us/search/?q=dear+esther&platform=PS4&dlc=hide,True,67.0,-0.0006050975863808417,0.0445955990632298,7.99,Adventure,HighPublishers,MedDevelopers,2016-09-20,2016.0,9.0,20.0,0
463,Death Come True,Adventure game,Too Kyo Games,Izanagi Games,2020-01-01,,,death+come+true,https://psprices.com/region-us/search/?q=death+come+true&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
464,Death Coming,Stratergy,Next Studios,Beijing Spirit Games,2019-04-04,2019-03-12,2019-02-26,death+coming,https://psprices.com/region-us/search/?q=death+coming&platform=PS4&dlc=hide,True,75.0,-0.00020035833592811918,-0.09070071146386122,6.99,Strategy,LowPublishers,MedDevelopers,2019-02-26,2019.0,2.0,26.0,0
465,Death end re;Quest,Role-playing,Idea Factory,Idea Factory,2018-04-12,2019-02-19,2019-02-22,death+end+re+quest,https://psprices.com/region-us/search/?q=death+end+re+quest&platform=PS4&dlc=hide,True,72.0,-0.00123956119851292,-0.16336649028204742,59.99,RPG,MedPublishers,LowDevelopers,2019-02-22,2019.0,2.0,22.0,1
466,Death end re;Quest 2,Role-playing,Idea FactoryCompile Heart,Idea Factory,2020-02-13,,,death+end+re+quest+2,https://psprices.com/region-us/search/?q=death+end+re+quest+2&platform=PS4&dlc=hide,False,,,,,RPG,MedPublishers,LowDevelopers,2020-02-13,2020.0,2.0,13.0,1
467,Death Stranding,Action,Kojima Productions,Sony Interactive Entertainment,2019-11-08,2019-11-08,2019-11-08,death+stranding,https://psprices.com/region-us/search/?q=death+stranding&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,MedDevelopers,2019-11-08,2019.0,11.0,8.0,1
468,Death Squared,Puzzle,SMG Studios,SMG Studios,,2017-03-14,2017-03-14,death+squared,https://psprices.com/region-us/search/?q=death+squared&platform=PS4&dlc=hide,True,73.0,-0.0008355030768060072,-0.12010676846952763,19.99,Puzzle,LowPublishers,LowDevelopers,2017-03-14,2017.0,3.0,14.0,0
469,Death's Gambit,Action role-playing,White Rabbit,Adult Swim Games,,2018-08-14,2018-08-14,deaths+gambit,https://psprices.com/region-us/search/?q=deaths+gambit&platform=PS4&dlc=hide,True,,,,,Action,MedPublishers,LowDevelopers,2018-08-14,2018.0,8.0,14.0,1
470,De Blob,"Platform, puzzle",BlitWorks,THQ Nordic,2017-11-14,2017-11-14,2017-11-14,de+blob,https://psprices.com/region-us/search/?q=de+blob&platform=PS4&dlc=hide,True,,,,,Puzzle,MedPublishers,MedDevelopers,2017-11-14,2017.0,11.0,14.0,1
471,De Blob 2,"Platform, puzzle",BlitWorks,THQ Nordic,2018-02-27,2018-02-27,2018-02-27,de+blob+2,https://psprices.com/region-us/search/?q=de+blob+2&platform=PS4&dlc=hide,True,,,,,Puzzle,MedPublishers,MedDevelopers,2018-02-27,2018.0,2.0,27.0,1
472,Decay of Logos,Action role-playing,Amplify Creations,Rising Star Games,2019-08-27,2019-08-27,2019-08-27,decay+of+logos,https://psprices.com/region-us/search/?q=decay+of+logos&platform=PS4&dlc=hide,True,46.0,0.0,0.0,19.99,Action,MedPublishers,LowDevelopers,2019-08-27,2019.0,8.0,27.0,0
473,Deception IV: The Nightmare Princess,"Action, strategy",Tecmo Koei,Tecmo Koei,2015-03-26,2015-07-17,2015-07-14,deception+iv+the+nightmare+princess,https://psprices.com/region-us/search/?q=deception+iv+the+nightmare+princess&platform=PS4&dlc=hide,True,71.0,-0.00030470993306547136,-0.17989845572340113,49.99,Action,MedPublishers,HighDevelopers,2015-07-14,2015.0,7.0,14.0,0
474,Deemo: Reborn,Rhythm,Rayark,Unties,2019-11-21,2019-11-21,2019-11-21,deemo+reborn,https://psprices.com/region-us/search/?q=deemo+reborn&platform=PS4&dlc=hide,True,,,,,Platformer,LowPublishers,LowDevelopers,2019-11-21,2019.0,11.0,21.0,1
475,Defenders of Ekron,Shoot 'em up,In Vitro Games,In Vitro Games,2017-03-17,2017-08-15,2017-08-15,defenders+of+ekron,https://psprices.com/region-us/search/?q=defenders+of+ekron&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2017-08-15,2017.0,8.0,15.0,1
476,Defense Grid 2,Tower defense,Hidden Path Entertainment,505 Games,,2014-10-01,2014-09-23,defense+grid+2,https://psprices.com/region-us/search/?q=defense+grid+2&platform=PS4&dlc=hide,True,81.0,-0.00254944481536118,0.01706247053075096,24.99,Strategy,HighPublishers,LowDevelopers,2014-09-23,2014.0,9.0,23.0,1
477,Deformers,MOBA,Ready at Dawn,Ready at Dawn,,2017-02-14,2017-02-14,deformers,https://psprices.com/region-us/search/?q=deformers&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,2017-02-14,2017.0,2.0,14.0,1
