,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
1822,Songbringer,Action role-playing,Wizard Fu Games,Double Eleven,2017-09-05,2017-09-05,2017-09-05,songbringer,https://psprices.com/region-us/search/?q=songbringer&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,2017-09-05,2017.0,9.0,5.0,1
1823,Song of the Deep,Metroidvania,Insomniac Games,Insomniac Games,,2016-07-12,2016-07-12,song+of+the+deep,https://psprices.com/region-us/search/?q=song+of+the+deep&platform=PS4&dlc=hide,True,71.0,-0.0023572407064055877,0.08564641233273629,14.99,Action,LowPublishers,MedDevelopers,2016-07-12,2016.0,7.0,12.0,1
1824,Sonic Forces,Platformer,Sonic Team,Sega,2017-11-09,2017-11-07,2017-11-07,sonic+forces,https://psprices.com/region-us/search/?q=sonic+forces&platform=PS4&dlc=hide,True,,,,,Platformer,HighPublishers,MedDevelopers,2017-11-07,2017.0,11.0,7.0,1
1825,Sonic Mania,Platformer,PagodaWest GamesHeadcannon,Sega,2017-08-16,2017-08-15,2017-08-15,sonic+mania,https://psprices.com/region-us/search/?q=sonic+mania&platform=PS4&dlc=hide,True,87.0,-0.00015702914484044692,0.0005292487441400772,19.99,Platformer,HighPublishers,MedDevelopers,2017-08-15,2017.0,8.0,15.0,0
1826,Sonic Mania Plus,Platformer,PagodaWest GamesHeadcannon,Sega,2018-07-19,,,sonic+mania+plus,https://psprices.com/region-us/search/?q=sonic+mania+plus&platform=PS4&dlc=hide,True,87.0,-0.00015702914484044692,0.0005292487441400772,19.99,Platformer,HighPublishers,MedDevelopers,2018-07-19,2018.0,7.0,19.0,0
1827,Sorcer Striker,Shoot 'em up,Eighting,M2,2017-11-02,,,sorcer+striker,https://psprices.com/region-us/search/?q=sorcer+striker&platform=PS4&dlc=hide,False,,,,,Shooter,MedPublishers,MedDevelopers,2017-11-02,2017.0,11.0,2.0,1
1828,Soul Axiom,"Adventure, puzzle",Wales Interactive,Wales Interactive,,2016-06-07,2016-06-07,soul+axiom,https://psprices.com/region-us/search/?q=soul+axiom&platform=PS4&dlc=hide,True,53.0,-0.002500758441082813,0.14260997968727196,17.99,Puzzle,MedPublishers,LowDevelopers,2016-06-07,2016.0,6.0,7.0,1
1829,Soulcalibur VI,Fighting,Project Soul,Bandai Namco Entertainment,2018-10-19,2018-10-19,2018-10-19,soulcalibur+vi,https://psprices.com/region-us/search/?q=soulcalibur+vi&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,LowDevelopers,2018-10-19,2018.0,10.0,19.0,1
1830,Soul Saga: Episode 1,Role-playing,Disastercake,Disastercake,,,,soul+saga+episode+1,https://psprices.com/region-us/search/?q=soul+saga+episode+1&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,LowDevelopers,,,,,1
1831,Sound Shapes,"Music, platformer",Queasy Games,Sony Computer Entertainment,2014-02-22,2013-11-29,2013-11-15,sound+shapes,https://psprices.com/region-us/search/?q=sound+shapes&platform=PS4&dlc=hide,True,,,,,Puzzle,HighPublishers,LowDevelopers,2013-11-15,2013.0,11.0,15.0,1
1832,South Park: The Fractured but Whole,Role-playing,Ubisoft San Francisco,Ubisoft,,2017-10-17,2017-10-17,south+park+the+fractured+but+whole,https://psprices.com/region-us/search/?q=south+park+the+fractured+but+whole&platform=PS4&dlc=hide,True,81.0,-0.0007782879941389125,-0.2079588676031775,59.99,RPG,HighPublishers,LowDevelopers,2017-10-17,2017.0,10.0,17.0,0
1833,South Park: The Stick of Truth,Role-playing,Obsidian Entertainment,Ubisoft,,2017-10-17,2017-10-17,south+park+the+stick+of+truth,https://psprices.com/region-us/search/?q=south+park+the+stick+of+truth&platform=PS4&dlc=hide,True,85.0,2.6240341697045163e-05,-0.20888316571386528,29.99,RPG,HighPublishers,HighDevelopers,2017-10-17,2017.0,10.0,17.0,0
1834,Space Hulk: Ascension,Turn-based strategy,Full ControlHR Games,Funbox Media,,2016-08-26,2016-08-31,space+hulk+ascension,https://psprices.com/region-us/search/?q=space+hulk+ascension&platform=PS4&dlc=hide,False,,,,,Strategy,MedPublishers,LowDevelopers,2016-08-31,2016.0,8.0,31.0,1
1835,Space Hulk: Deathwing,First-person shooter,Streum On Studio,Focus Home Interactive,,2018-05-22,2018-05-22,space+hulk+deathwing,https://psprices.com/region-us/search/?q=space+hulk+deathwing&platform=PS4&dlc=hide,True,54.0,-0.0009122240889487728,-0.04362766626755791,39.99,Shooter,HighPublishers,LowDevelopers,2018-05-22,2018.0,5.0,22.0,0
1836,Space Hulk: Tactics,Turn-based strategy,Cyanide,Focus Home Interactive,,2018-10-09,2018-10-09,space+hulk+tactics,https://psprices.com/region-us/search/?q=space+hulk+tactics&platform=PS4&dlc=hide,True,70.0,-0.0028568450859326683,0.18314560443721956,39.99,Strategy,HighPublishers,MedDevelopers,2018-10-09,2018.0,10.0,9.0,1
1837,Sparklite,Role-playing,Red Blue Games,Merge Games,2019-11-15,2019-11-14,2019-11-14,sparklite,https://psprices.com/region-us/search/?q=sparklite&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,LowDevelopers,2019-11-14,2019.0,11.0,14.0,1
1838,SpeedRunners,"Platformer, racing",tinyBuild,DoubleDutch Games,,2017-07-05,2017-07-05,speedrunners,https://psprices.com/region-us/search/?q=speedrunners&platform=PS4&dlc=hide,True,82.0,-0.0011621191307235718,-0.2608425913985146,14.99,Platformer,LowPublishers,MedDevelopers,2017-07-05,2017.0,7.0,5.0,1
1839,Spellbreak,Battle royaleroguelike,Proletariat,Proletariat,2020-01-01,,,spellbreak,https://psprices.com/region-us/search/?q=spellbreak&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
1840,Spelunky,"Action-adv, platformer",Mossmouth,Mossmouth,2014-10-23,2014-10-08,2014-10-07,spelunky,https://psprices.com/region-us/search/?q=spelunky&platform=PS4&dlc=hide,True,,,,,Platformer,LowPublishers,MedDevelopers,2014-10-07,2014.0,10.0,7.0,1
1841,Spelunky 2,"Action-adv, platformer",Mossmouth,Blitworks,,,,spelunky+2,https://psprices.com/region-us/search/?q=spelunky+2&platform=PS4&dlc=hide,False,,,,,Platformer,LowPublishers,MedDevelopers,,,,,1
1842,Spider: Rite of the Shrouded Moon,Puzzle,Tiger Style,Tiger Style,,2015-08-06,2015-08-06,spider+rite+of+the+shrouded+moon,https://psprices.com/region-us/search/?q=spider+rite+of+the+shrouded+moon&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,LowDevelopers,2015-08-06,2015.0,8.0,6.0,1
1843,Spider-Man,Action,Insomniac Games,Sony Interactive Entertainment,2018-09-07,2018-09-07,2018-09-07,spider-man,https://psprices.com/region-us/search/?q=spider-man&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,MedDevelopers,2018-09-07,2018.0,9.0,7.0,1
1844,Spiritfarer,Adventure,Thunder Lotus Games,Thunder Lotus Games,2020-01-01,,,spiritfarer,https://psprices.com/region-us/search/?q=spiritfarer&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,2020-01-01,2020.0,1.0,1.0,1
1845,Spintires: MudRunner,Simulation,Saber Interactive,Focus Home Interactive,2018-07-26,2017-10-31,2017-10-31,spintires+mudrunner,https://psprices.com/region-us/search/?q=spintires+mudrunner&platform=PS4&dlc=hide,False,,,,,Simulation,HighPublishers,HighDevelopers,2017-10-31,2017.0,10.0,31.0,1
1846,Spirit Hunter: Death Mark,Visual novelhorror,Experience,Aksys Games,2018-01-18,2018-10-31,2018-10-31,spirit+hunter+death+mark,https://psprices.com/region-us/search/?q=spirit+hunter+death+mark&platform=PS4&dlc=hide,True,84.0,-0.00041956636705298616,-0.19332734671561458,49.99,Horror,MedPublishers,MedDevelopers,2018-10-31,2018.0,10.0,31.0,0
1847,Spirit Hunter: NG,Visual novelhorror,Experience,Aksys Games,2019-02-21,2019-10-10,2019-10-10,spirit+hunter+ng,https://psprices.com/region-us/search/?q=spirit+hunter+ng&platform=PS4&dlc=hide,True,,,,,Horror,MedPublishers,MedDevelopers,2019-10-10,2019.0,10.0,10.0,1
1848,Spirit of the North,Adventure,Infuse Studio,Infuse Studio,,2019-11-01,2019-11-01,spirit+of+the+north,https://psprices.com/region-us/search/?q=spirit+of+the+north&platform=PS4&dlc=hide,True,,,,,Adventure,LowPublishers,LowDevelopers,2019-11-01,2019.0,11.0,1.0,1
1849,Splasher,Actionplatformer,Splashteam,Splashteam,2017-11-09,2017-09-27,2017-09-26,splasher,https://psprices.com/region-us/search/?q=splasher&platform=PS4&dlc=hide,True,82.0,-0.0005116748394150557,-0.00808847991419917,14.99,Platformer,LowPublishers,LowDevelopers,2017-09-26,2017.0,9.0,26.0,0
1850,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,Action-adventureplatform,Purple Lamp Studios,THQ Nordic,,,,spongebob+squarepants+battle+for+bikini+bottom+–+rehydrated,https://psprices.com/region-us/search/?q=spongebob+squarepants+battle+for+bikini+bottom+–+rehydrated&platform=PS4&dlc=hide,False,,,,,Platformer,MedPublishers,LowDevelopers,,,,,1
1851,SpookMash,Porcelain Knight,Porcelain Knight,Released exclusively in China (2016),,,,spookmash,https://psprices.com/region-us/search/?q=spookmash&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,LowDevelopers,,,,,1
1852,Spooky's Jump Scare Mansion: HD Renovation,Horror,Albino Moose Games,Albino Moose Games,,2019-10-29,2019-10-29,spookys+jump+scare+mansion+hd+renovation,https://psprices.com/region-us/search/?q=spookys+jump+scare+mansion+hd+renovation&platform=PS4&dlc=hide,True,,,,,Horror,LowPublishers,LowDevelopers,2019-10-29,2019.0,10.0,29.0,1
1853,Sportsfriends,"Action, sports",Die Gute Fabrik,Die Gute Fabrik,2014-10-23,2014-05-07,2014-05-06,sportsfriends,https://psprices.com/region-us/search/?q=sportsfriends&platform=PS4&dlc=hide,True,80.0,-0.00036689963762111504,-0.3346306347814719,14.99,Sports,LowPublishers,MedDevelopers,2014-05-06,2014.0,5.0,6.0,0
1854,Spy Chameleon,Puzzle,Unfinished Pixel,Unfinished Pixel,,2016-07-21,2016-07-21,spy+chameleon,https://psprices.com/region-us/search/?q=spy+chameleon&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,MedDevelopers,2016-07-21,2016.0,7.0,21.0,1
1855,Spyro Reignited Trilogy,Platformer,Toys For Bob,Activision,2018-12-18,2018-11-13,2018-11-13,spyro+reignited+trilogy,https://psprices.com/region-us/search/?q=spyro+reignited+trilogy&platform=PS4&dlc=hide,True,,,,,Platformer,HighPublishers,MedDevelopers,2018-11-13,2018.0,11.0,13.0,1
1856,Square Heroes,Shooter,Gnomic Studios,Gnomic Studios,,2016-03-01,2016-03-01,square+heroes,https://psprices.com/region-us/search/?q=square+heroes&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2016-03-01,2016.0,3.0,1.0,1
1857,The Stanley Parable: Ultra Deluxe,Interactive story,Galactic CafeCrows Crows Crows,Galactic Cafe,,,,the+stanley+parable+ultra+deluxe,https://psprices.com/region-us/search/?q=the+stanley+parable+ultra+deluxe&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,,,,,1
1858,Starbound,"Adventure, sandbox",Chucklefish,Chucklefish,,,,starbound,https://psprices.com/region-us/search/?q=starbound&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,MedDevelopers,,,,,1
1859,Stardew Valley,Role-playing,ConcernedApe,Chucklefish,2019-01-31,2016-12-14,2016-12-13,stardew+valley,https://psprices.com/region-us/search/?q=stardew+valley&platform=PS4&dlc=hide,True,89.0,-0.0004857977635095629,-0.007195439337779325,14.99,RPG,MedPublishers,LowDevelopers,2016-12-13,2016.0,12.0,13.0,0
1860,Stardust Galaxy Warriors,Shoot 'em up,Dreamloop Games,Dreamloop Games,,2016-09-09,2016-09-12,stardust+galaxy+warriors,https://psprices.com/region-us/search/?q=stardust+galaxy+warriors&platform=PS4&dlc=hide,True,84.0,-0.0012057294593864534,-0.06553651268178046,9.99,Shooter,LowPublishers,LowDevelopers,2016-09-12,2016.0,9.0,12.0,1
1861,Star Hammer: The Vanguard Prophecy,Turn-based strategy,Black Lab Games,Slitherine,,2016-09-01,2016-09-01,star+hammer+the+vanguard+prophecy,https://psprices.com/region-us/search/?q=star+hammer+the+vanguard+prophecy&platform=PS4&dlc=hide,True,90.0,0.0,0.0,19.99,Strategy,LowPublishers,LowDevelopers,2016-09-01,2016.0,9.0,1.0,0
1862,Starlink: Battle for Atlas,Space combat,Ubisoft Toronto,Ubisoft,2019-04-25,2018-10-16,2018-10-16,starlink+battle+for+atlas,https://psprices.com/region-us/search/?q=starlink+battle+for+atlas&platform=PS4&dlc=hide,True,75.0,-0.0004920066031984729,-0.13007522730050258,79.99,Action,HighPublishers,MedDevelopers,2018-10-16,2018.0,10.0,16.0,0
1863,Star Ocean: First Departure R,Action role-playing,tri-Ace,Square Enix,2019-12-05,2019-12-05,2019-12-05,star+ocean+first+departure+r,https://psprices.com/region-us/search/?q=star+ocean+first+departure+r&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,HighDevelopers,2019-12-05,2019.0,12.0,5.0,1
1864,Star Ocean: Integrity and Faithlessness,Action role-playing,tri-Ace,Square Enix,2016-02-25,2016-07-01,2016-06-28,star+ocean+integrity+and+faithlessness,https://psprices.com/region-us/search/?q=star+ocean+integrity+and+faithlessness&platform=PS4&dlc=hide,True,60.0,-0.0020434135272444417,0.2097215258206651,59.99,Action,HighPublishers,HighDevelopers,2016-06-28,2016.0,6.0,28.0,1
1865,Star Ocean: The Last Hope,Action role-playing,tri-Ace,Square Enix,2017-11-28,2017-11-28,2017-11-28,star+ocean+the+last+hope,https://psprices.com/region-us/search/?q=star+ocean+the+last+hope&platform=PS4&dlc=hide,True,72.0,-0.0004823912750168707,-0.09123797523830224,20.99,Action,HighPublishers,HighDevelopers,2017-11-28,2017.0,11.0,28.0,0
1866,Star Ocean: Second Evolution,Action role-playing,tri-Ace,Square Enix,2015-10-28,,,star+ocean+second+evolution,https://psprices.com/region-us/search/?q=star+ocean+second+evolution&platform=PS4&dlc=hide,False,,,,,Action,HighPublishers,HighDevelopers,2015-10-28,2015.0,10.0,28.0,1
1867,Star Trek: Bridge Crew,Adventure,Red Storm Entertainment,Ubisoft,2017-05-31,2017-05-30,2017-05-30,star+trek+bridge+crew,https://psprices.com/region-us/search/?q=star+trek+bridge+crew&platform=PS4&dlc=hide,True,75.0,-0.0009214822205595669,-0.024800629888044268,49.99,Adventure,HighPublishers,MedDevelopers,2017-05-30,2017.0,5.0,30.0,0
1868,Star Wars Battlefront,First- and third-person shooter,EA Dice,Electronic ArtsLucasArts,2015-11-18,2015-11-20,2015-11-17,star+wars+battlefront,https://psprices.com/region-us/search/?q=star+wars+battlefront&platform=PS4&dlc=hide,False,,,,,Shooter,LowPublishers,LowDevelopers,2015-11-17,2015.0,11.0,17.0,1
1869,Star Wars Battlefront II,First- and third-person shooter,EA Dice / EA Motive,Electronic ArtsLucasArts,2017-11-17,2017-11-17,2017-11-17,star+wars+battlefront+ii,https://psprices.com/region-us/search/?q=star+wars+battlefront+ii&platform=PS4&dlc=hide,True,71.0,-0.0015764551764492806,0.2155313278564004,59.99,Shooter,LowPublishers,LowDevelopers,2017-11-17,2017.0,11.0,17.0,1
1870,Star Wars Jedi: Fallen Order,Action-adventure,Respawn Entertainment,Electronic Arts,2019-11-15,2019-11-15,2019-11-15,star+wars+jedi+fallen+order,https://psprices.com/region-us/search/?q=star+wars+jedi+fallen+order&platform=PS4&dlc=hide,True,,,,,Adventure,HighPublishers,MedDevelopers,2019-11-15,2019.0,11.0,15.0,1
1871,Star Wars Jedi Knight II: Jedi Outcast,First- and third-person shooter,Raven Software,Apsyr Media,,2019-09-24,2019-09-24,star+wars+jedi+knight+ii+jedi+outcast,https://psprices.com/region-us/search/?q=star+wars+jedi+knight+ii+jedi+outcast&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,HighDevelopers,2019-09-24,2019.0,9.0,24.0,1
1872,Star Wars Jedi Knight: Jedi Academy,First- and third-person shooter,Raven Software,Apsyr Media,,,,star+wars+jedi+knight+jedi+academy,https://psprices.com/region-us/search/?q=star+wars+jedi+knight+jedi+academy&platform=PS4&dlc=hide,False,,,,,Shooter,LowPublishers,HighDevelopers,,,,,1
1873,Starwhal: Just the Tip,Fighting,Breakfall,Breakfall,,2015-03-04,2015-02-24,starwhal+just+the+tip,https://psprices.com/region-us/search/?q=starwhal+just+the+tip&platform=PS4&dlc=hide,False,,,,,Action,LowPublishers,LowDevelopers,2015-02-24,2015.0,2.0,24.0,1
1874,State of Mind,Adventure,Daedalic Entertainment,Daedalic Entertainment,2018-11-08,2018-08-15,2018-08-15,state+of+mind,https://psprices.com/region-us/search/?q=state+of+mind&platform=PS4&dlc=hide,True,67.0,-0.000689409678832503,0.08080997741681295,35.99,Adventure,MedPublishers,HighDevelopers,2018-08-15,2018.0,8.0,15.0,0
1875,Stay,Adventurestrategy,Appnormals Team,PQube,2019-12-12,2018-12-12,2018-09-12,stay,https://psprices.com/region-us/search/?q=stay&platform=PS4&dlc=hide,True,61.0,-0.0005947961268257647,-0.0780083972592718,11.99,Adventure,MedPublishers,LowDevelopers,2018-09-12,2018.0,9.0,12.0,0
1876,"Stay Cool, Kobayashi-san!: A River City Ransom Story",Adventure,Arc System Works,Arc System Works,2019-11-07,2019-11-07,2019-11-07,stay+cool+kobayashi-san+a+river+city+ransom+story,https://psprices.com/region-us/search/?q=stay+cool+kobayashi-san+a+river+city+ransom+story&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,HighDevelopers,2019-11-07,2019.0,11.0,7.0,1
1877,Stealth Inc: A Clone in the Dark,Platformerstealth,Curve Studios,Curve Digital,2014-08-26,2014-03-19,2014-03-18,stealth+inc+a+clone+in+the+dark,https://psprices.com/region-us/search/?q=stealth+inc+a+clone+in+the+dark&platform=PS4&dlc=hide,False,,,,,Platformer,HighPublishers,MedDevelopers,2014-03-18,2014.0,3.0,18.0,1
1878,Stealth Inc 2: A Game of Clones,Platformerstealth,Curve Studios,Curve Digital,,2015-04-08,2014-04-07,stealth+inc+2+a+game+of+clones,https://psprices.com/region-us/search/?q=stealth+inc+2+a+game+of+clones&platform=PS4&dlc=hide,True,80.0,-0.002891590713980375,0.017038833699199674,14.99,Platformer,HighPublishers,MedDevelopers,2014-04-07,2014.0,4.0,7.0,1
1879,SteamWorld Dig,Platformer,Image & Form,Image & Form,2014-12-03,2014-03-19,2014-03-18,steamworld+dig,https://psprices.com/region-us/search/?q=steamworld+dig&platform=PS4&dlc=hide,True,82.0,-0.0010691001311065895,-0.12998249010952667,9.99,Platformer,LowPublishers,MedDevelopers,2014-03-18,2014.0,3.0,18.0,1
1880,SteamWorld Dig 2,Platformer,Image & Form,Image & Form,,2017-09-26,2017-09-27,steamworld+dig+2,https://psprices.com/region-us/search/?q=steamworld+dig+2&platform=PS4&dlc=hide,True,87.0,-0.0006686180998486945,0.004203557511789968,19.99,Platformer,LowPublishers,MedDevelopers,2017-09-27,2017.0,9.0,27.0,0
1881,SteamWorld Heist,"Adventure, platformer",Image & Form,Image & Form,,2016-06-08,2016-06-07,steamworld+heist,https://psprices.com/region-us/search/?q=steamworld+heist&platform=PS4&dlc=hide,True,85.0,-0.0017065703472035397,0.13035806890353796,16.99,Platformer,LowPublishers,MedDevelopers,2016-06-07,2016.0,6.0,7.0,1
1882,Steep,Sports,Ubisoft Annecy,Ubisoft,2016-12-02,2016-12-02,2016-12-02,steep,https://psprices.com/region-us/search/?q=steep&platform=PS4&dlc=hide,True,70.0,-0.0015623825189238307,-0.06197210866048325,59.99,Sports,HighPublishers,LowDevelopers,2016-12-02,2016.0,12.0,2.0,1
1883,Steins;Gate 0,Visual novel,5pb.,5pb.,2015-12-10,2016-11-25,2016-11-29,steins+gate+0,https://psprices.com/region-us/search/?q=steins+gate+0&platform=PS4&dlc=hide,True,84.0,-0.0018737883724750566,-0.1308391509359388,59.99,Adventure,MedPublishers,HighDevelopers,2016-11-29,2016.0,11.0,29.0,1
1884,Steins;Gate Elite,Visual novel,5pb.,5pb.,2018-09-20,2019-02-19,2019-02-19,steins+gate+elite,https://psprices.com/region-us/search/?q=steins+gate+elite&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,HighDevelopers,2019-02-19,2019.0,2.0,19.0,1
1885,Steins;Gate: My Darling's Embrace,Visual novel,5pb.,Spike Chunsoft,,2019-12-10,2019-12-10,steins+gate+my+darlings+embrace,https://psprices.com/region-us/search/?q=steins+gate+my+darlings+embrace&platform=PS4&dlc=hide,True,,,,,Adventure,MedPublishers,HighDevelopers,2019-12-10,2019.0,12.0,10.0,1
1886,Stellaris,4Xreal-time strategy,Tantalus Media,Paradox Interactive,,2019-02-26,2019-02-26,stellaris,https://psprices.com/region-us/search/?q=stellaris&platform=PS4&dlc=hide,False,,,,,Strategy,MedPublishers,MedDevelopers,2019-02-26,2019.0,2.0,26.0,1
1887,Stellatum,Shoot 'em up,Satur Entertainment,Sometimes You,,2019-10-09,2019-10-09,stellatum,https://psprices.com/region-us/search/?q=stellatum&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2019-10-09,2019.0,10.0,9.0,1
1888,Steredenn,Shooter,Pixelnest Studio,Plug In Digital,2016-10-28,2016-06-28,2016-06-28,steredenn,https://psprices.com/region-us/search/?q=steredenn&platform=PS4&dlc=hide,False,,,,,Shooter,MedPublishers,LowDevelopers,2016-06-28,2016.0,6.0,28.0,1
1889,Steven Universe: Save the Light,Role-playing,Grumpyface Studios,Cartoon Network,,2017-10-31,2017-10-31,steven+universe+save+the+light,https://psprices.com/region-us/search/?q=steven+universe+save+the+light&platform=PS4&dlc=hide,True,54.0,0.0,0.0,24.99,RPG,LowPublishers,LowDevelopers,2017-10-31,2017.0,10.0,31.0,0
1890,Stick It to the Man!,Platformer,Zoink Games,Ripstone Games,2014-07-16,2014-04-30,2014-04-30,stick+it+to+the+man,https://psprices.com/region-us/search/?q=stick+it+to+the+man&platform=PS4&dlc=hide,True,80.0,0.00112606802365555,0.21732423075220614,9.99,Platformer,LowPublishers,MedDevelopers,2014-04-30,2014.0,4.0,30.0,0
1891,Stifled,"Adventure, horror",Gattai Games,Gattai Games,2018-07-05,2017-10-31,2017-10-31,stifled,https://psprices.com/region-us/search/?q=stifled&platform=PS4&dlc=hide,True,58.0,-0.00012855713154375187,-0.08562368902839408,19.99,Horror,LowPublishers,LowDevelopers,2017-10-31,2017.0,10.0,31.0,0
1892,Stikbold! A Dodgeball Adventure,"Fighting, sports",Game Swing,Reign Bros,,2016-04-05,2016-04-05,stikbold+a+dodgeball+adventure,https://psprices.com/region-us/search/?q=stikbold+a+dodgeball+adventure&platform=PS4&dlc=hide,True,73.0,-0.0007995220465407659,0.07749346663831883,7.99,Sports,LowPublishers,LowDevelopers,2016-04-05,2016.0,4.0,5.0,0
1893,Storm Boy,"Adventure, Role-playing",Blowfish Studios,Level 77,,2018-11-20,2018-11-21,storm+boy,https://psprices.com/region-us/search/?q=storm+boy&platform=PS4&dlc=hide,True,,,,,RPG,LowPublishers,MedDevelopers,2018-11-21,2018.0,11.0,21.0,1
